0,6.35961e+08
100,6.51002e+08
200,6.54494e+08
300,6.56416e+08
400,6.57793e+08
500,6.58699e+08
600,6.59092e+08
700,6.59467e+08
800,6.59737e+08
900,6.59945e+08
1000,6.60025e+08
1100,6.60094e+08
1200,6.60179e+08
1300,6.6021e+08
1400,6.60369e+08
1500,6.61444e+08
1600,6.62911e+08
1700,6.64114e+08
1800,6.64936e+08
1900,6.65303e+08
2000,6.65826e+08
2100,6.66038e+08
2200,6.66207e+08
2300,6.66307e+08
2400,6.66369e+08
2500,6.66515e+08
2600,6.66548e+08
2700,6.66549e+08
2800,6.66549e+08
2900,6.66613e+08
3000,6.66613e+08
3100,6.66659e+08
3200,6.6666e+08
3300,6.6666e+08
3400,6.66698e+08
3500,6.66731e+08
3600,6.66731e+08
3700,6.66752e+08
3800,6.66778e+08
3900,6.66778e+08
4000,6.66799e+08
4100,6.66801e+08
4200,6.66825e+08
4300,6.66846e+08
4400,6.66846e+08
4500,6.66867e+08
4600,6.66881e+08
4700,6.66893e+08
4800,6.66898e+08
4900,6.66898e+08
5000,6.66898e+08
5100,6.66898e+08
5200,6.66898e+08
5300,6.66898e+08
5400,6.66898e+08
5500,6.66934e+08
5600,6.66934e+08
5700,6.66934e+08
5800,6.66934e+08
5900,6.66934e+08
6000,6.66934e+08
6100,6.66934e+08
6200,6.66934e+08
